benchmark_id,N,db_type,content_size,p50_ms,p95_ms,p99_ms,mean_ms,min_ms,max_ms,peak_rss_mb
test_benchmark_end_to_end_recall,2500,postgres,medium,33.8633,50.4161,134.2041,39.0836,23.8365,166.7746,382.4531
test_benchmark_end_to_end_recall,2500,postgres,small,36.3507,47.5498,52.2451,36.6780,25.2846,53.2353,616.8281
test_benchmark_end_to_end_recall,2500,sqlite,large,15.8154,26.8245,32.8706,17.5439,13.1512,33.9240,565.8906
test_benchmark_end_to_end_recall,2500,sqlite,medium,15.5375,24.7024,26.2333,16.4984,12.4203,26.7705,591.5781
test_benchmark_end_to_end_recall,2500,sqlite,small,15.3149,31.7105,93.2647,20.2142,12.9159,213.3311,567.5156
test_benchmark_end_to_end_recall,3000,postgres,large,35.9252,48.2022,136.3327,40.1413,23.6768,207.0472,359.2031
test_benchmark_end_to_end_recall,3000,postgres,medium,37.6618,51.6010,95.7140,40.4452,24.8286,124.4013,609.1250
test_benchmark_end_to_end_recall,3000,postgres,small,35.3305,50.3125,56.7858,37.6033,24.6645,60.3821,628.2031
test_benchmark_end_to_end_recall,3000,sqlite,large,15.0673,25.8914,79.0427,18.5303,12.9828,189.0288,290.9844
test_benchmark_end_to_end_recall,3000,sqlite,medium,20.2493,29.6396,33.0464,22.1892,13.8565,33.6292,639.5156
test_benchmark_end_to_end_recall,3000,sqlite,small,18.9011,26.6634,29.3837,20.0786,13.7244,31.0386,638.9375
test_benchmark_end_to_end_recall,3500,postgres,large,39.0031,54.9086,137.4871,43.8625,26.2030,177.9243,563.9844
test_benchmark_end_to_end_recall,3500,postgres,medium,33.1545,46.1969,56.1806,36.0369,24.5402,59.8652,587.8906
test_benchmark_end_to_end_recall,3500,postgres,small,45.6582,110.9132,178.8579,53.5892,27.9976,214.2040,362.2656
test_benchmark_end_to_end_recall,3500,sqlite,large,16.6028,23.5259,26.6068,17.2774,14.0852,27.1209,381.4844
test_benchmark_end_to_end_recall,3500,sqlite,medium,17.8069,27.1403,27.8020,19.1057,13.2859,28.2292,677.9062
test_benchmark_end_to_end_recall,3500,sqlite,small,17.7837,27.4841,27.7352,19.5909,15.7213,27.8266,630.0312
test_benchmark_end_to_end_recall,4000,postgres,large,33.0935,47.7644,50.0683,35.4959,25.2645,51.1746,662.7812
test_benchmark_end_to_end_recall,4000,postgres,medium,36.1197,50.6500,143.0760,41.5493,24.9188,192.2524,399.5312
test_benchmark_end_to_end_recall,4000,postgres,small,38.3230,54.0510,54.9717,38.7931,24.8850,54.9875,440.2031
test_benchmark_end_to_end_recall,4000,sqlite,large,16.8933,27.9895,30.0064,18.6714,13.2593,32.3829,666.7812
test_benchmark_end_to_end_recall,4000,sqlite,medium,18.1446,26.9589,28.9423,19.8021,15.1772,31.1412,660.9688
test_benchmark_end_to_end_recall,4000,sqlite,small,17.4824,26.9072,27.4416,18.9039,13.0814,27.4766,709.8281
test_benchmark_end_to_end_recall,4500,postgres,large,39.6247,55.1706,95.4481,40.0470,23.3218,121.5254,655.0156
test_benchmark_end_to_end_recall,4500,postgres,medium,36.1488,51.3524,156.2695,43.4917,30.0277,198.6269,338.0938
test_benchmark_end_to_end_recall,4500,postgres,small,31.7009,43.0808,50.8976,32.2726,21.7425,52.3827,367.6094
test_benchmark_end_to_end_recall,4500,sqlite,large,20.3616,29.2208,32.4518,21.9140,13.9535,35.5485,479.5469
test_benchmark_end_to_end_recall,4500,sqlite,medium,17.8372,26.8975,28.2623,19.2508,13.1813,28.3285,704.5000
test_benchmark_end_to_end_recall,4500,sqlite,small,17.7405,28.1211,70.2093,20.7695,14.0287,93.7461,716.9531
test_benchmark_end_to_end_recall,5000,postgres,large,38.0341,59.5099,160.0669,45.9786,32.1286,196.7342,405.9531
test_benchmark_end_to_end_recall,5000,postgres,medium,38.6931,47.9389,48.3589,38.1353,23.7463,48.4614,632.3281
test_benchmark_end_to_end_recall,5000,postgres,small,34.2050,47.1245,137.3671,39.4152,25.9755,191.6491,401.3125
test_benchmark_end_to_end_recall,5000,sqlite,large,18.4316,28.0399,32.6897,20.0968,13.8928,33.3264,387.8438
test_benchmark_end_to_end_recall,5000,sqlite,medium,17.6813,26.8503,28.0197,19.2052,14.9480,28.7214,684.6250
test_benchmark_end_to_end_recall,5000,sqlite,small,21.4241,28.7500,30.4677,21.4322,14.1442,32.2735,729.0156
test_benchmark_query_embedding_batch,None,unknown,medium,11.0182,12.3269,12.6267,11.1229,10.1202,12.7017,
test_benchmark_query_embedding_long,None,unknown,medium,13.0009,17.9525,19.1654,12.9791,9.3351,19.3170,
test_benchmark_query_embedding_medium,None,unknown,medium,14.6466,22.7545,23.6698,16.3214,12.9944,23.8949,
test_benchmark_query_embedding_short,None,unknown,medium,10.7411,13.7072,14.3399,10.6746,8.2080,14.5142,
test_benchmark_semantic_search,5,postgres,large,0.0270,0.0332,0.0367,0.0281,0.0261,0.3758,254.7812
test_benchmark_semantic_search,5,postgres,medium,0.0273,0.0340,0.0586,0.0290,0.0260,2.2860,372.0469
test_benchmark_semantic_search,5,postgres,small,0.0266,0.0633,0.1365,0.0334,0.0260,5.6669,409.7812
test_benchmark_semantic_search,5,sqlite,large,0.0263,0.0289,0.0330,0.0266,0.0257,0.0529,406.9531
test_benchmark_semantic_search,5,sqlite,medium,0.0262,0.0305,0.0347,0.0270,0.0257,0.3832,404.5312
test_benchmark_semantic_search,5,sqlite,small,0.0265,0.0303,0.0337,0.0273,0.0258,0.0668,401.0625
test_benchmark_semantic_search,50,postgres,large,0.0767,0.0891,0.1036,0.0779,0.0712,0.1297,263.7344
test_benchmark_semantic_search,50,postgres,medium,0.0821,0.0910,0.1134,0.0804,0.0714,0.1584,263.2031
test_benchmark_semantic_search,50,postgres,small,0.0727,0.0870,0.0981,0.0765,0.0708,0.1385,262.3906
test_benchmark_semantic_search,50,sqlite,large,0.0767,0.0848,0.0908,0.0762,0.0690,0.1847,258.5938
test_benchmark_semantic_search,50,sqlite,medium,0.0711,0.0793,0.0882,0.0725,0.0690,0.2284,253.9844
test_benchmark_semantic_search,50,sqlite,small,0.0705,0.0857,0.0910,0.0730,0.0691,0.1956,245.1094
test_benchmark_semantic_search,100,postgres,large,0.1378,0.1918,0.2773,0.1397,0.1213,0.4083,261.0312
test_benchmark_semantic_search,100,postgres,medium,0.1297,0.1605,0.2176,0.1345,0.1212,1.5660,275.7344
test_benchmark_semantic_search,100,postgres,small,0.1221,0.1505,0.1790,0.1273,0.1198,0.3450,275.2188
test_benchmark_semantic_search,100,sqlite,large,0.1258,0.1854,0.1913,0.1339,0.1176,0.3314,272.5938
test_benchmark_semantic_search,100,sqlite,medium,0.1271,0.1805,0.1858,0.1333,0.1170,0.3365,265.9219
test_benchmark_semantic_search,100,sqlite,small,0.1239,0.1507,0.2015,0.1287,0.1162,0.9315,258.9375
test_benchmark_semantic_search,300,postgres,large,0.3559,0.4794,0.7158,0.3752,0.3153,1.1819,264.6094
test_benchmark_semantic_search,300,postgres,medium,0.3640,0.7730,2.2450,0.4504,0.3131,14.5967,288.5469
test_benchmark_semantic_search,300,postgres,small,0.3746,0.5559,0.7765,0.3959,0.3168,1.1958,284.7031
test_benchmark_semantic_search,300,sqlite,large,0.3140,0.3690,0.3811,0.3211,0.3002,0.5980,281.7188
test_benchmark_semantic_search,300,sqlite,medium,0.3262,0.3895,0.4117,0.3367,0.3045,0.5808,273.1562
test_benchmark_semantic_search,300,sqlite,small,0.3173,0.3904,0.4050,0.3269,0.2946,0.5906,262.3125
test_benchmark_semantic_search,600,postgres,large,0.7913,0.9655,1.2443,0.8120,0.6660,2.4748,245.4688
test_benchmark_semantic_search,600,postgres,medium,0.7762,0.9071,1.0538,0.7915,0.7008,1.9232,268.0156
test_benchmark_semantic_search,600,postgres,small,0.7749,0.8696,1.0084,0.7802,0.6950,1.1364,237.4062
test_benchmark_semantic_search,600,sqlite,large,0.7640,1.0367,1.3013,0.7955,0.6754,2.6933,299.7031
test_benchmark_semantic_search,600,sqlite,medium,0.7862,1.1118,1.5139,0.8299,0.6514,2.4796,284.0312
test_benchmark_semantic_search,600,sqlite,small,0.7560,0.9297,1.3188,0.7794,0.6372,2.3493,289.2344
test_benchmark_semantic_search,1000,postgres,large,1.2803,1.5370,1.6542,1.3065,1.1591,1.8801,579.4219
test_benchmark_semantic_search,1000,postgres,medium,1.2893,1.5330,1.6674,1.3162,1.1767,1.8124,563.4375
test_benchmark_semantic_search,1000,postgres,small,1.2735,1.6171,3.0581,1.6132,1.1711,175.8428,312.2188
test_benchmark_semantic_search,1000,sqlite,large,1.2793,1.7006,3.2632,1.3817,1.1447,8.4651,252.5938
test_benchmark_semantic_search,1000,sqlite,medium,1.2430,1.4447,1.8756,1.2913,1.1364,4.4772,263.3750
test_benchmark_semantic_search,1000,sqlite,small,1.2865,1.5671,1.6871,1.3159,1.1421,1.8103,289.1250
test_benchmark_semantic_search,1500,postgres,large,1.9413,2.5288,4.8263,2.2187,1.7660,78.6125,601.0312
test_benchmark_semantic_search,1500,postgres,medium,1.8501,2.0888,2.4712,2.0441,1.7405,77.7545,589.1719
test_benchmark_semantic_search,1500,postgres,small,1.9543,2.5076,4.7839,2.4987,1.7618,163.3573,544.0469
test_benchmark_semantic_search,1500,sqlite,large,1.8251,2.2270,2.8292,1.8879,1.6895,5.8180,597.3750
test_benchmark_semantic_search,1500,sqlite,medium,1.8865,2.0887,2.2986,1.8969,1.6925,2.3639,580.7969
test_benchmark_semantic_search,1500,sqlite,small,1.8510,2.0824,2.4778,1.8868,1.6775,6.1776,597.6719
test_benchmark_semantic_search,2000,postgres,large,2.5823,2.9234,3.5108,2.6230,2.3577,3.8648,517.7656
test_benchmark_semantic_search,2000,postgres,medium,2.5560,2.7976,3.1258,2.9454,2.3185,124.5765,322.8750
test_benchmark_semantic_search,2000,postgres,small,2.6063,3.1597,3.7893,2.6802,2.3491,4.1066,317.8594
test_benchmark_semantic_search,2000,sqlite,large,2.5504,2.8328,3.5634,2.6066,2.3063,8.5433,599.8438
test_benchmark_semantic_search,2000,sqlite,medium,2.4533,2.9842,3.6002,2.5194,2.2585,5.2168,626.1094
test_benchmark_semantic_search,2000,sqlite,small,2.4989,2.8576,3.1208,2.5259,2.2421,3.3415,601.9062
test_benchmark_semantic_search,2500,postgres,large,3.2432,3.5826,4.4561,3.6580,3.0630,92.6820,581.0469
test_benchmark_semantic_search,2500,postgres,medium,3.3892,4.4761,7.5155,3.8840,3.1122,87.9469,572.6250
test_benchmark_semantic_search,2500,postgres,small,3.4280,4.0885,5.4328,4.2558,3.0907,160.1397,322.8594
test_benchmark_semantic_search,2500,sqlite,large,3.4054,4.3308,5.9179,3.5596,3.0231,11.1008,345.4844
test_benchmark_semantic_search,2500,sqlite,medium,3.4248,4.3523,4.7726,3.5725,3.0323,5.9556,384.1094
test_benchmark_semantic_search,2500,sqlite,small,3.3600,3.8816,4.9786,3.4507,3.2153,6.0331,287.7656
test_benchmark_semantic_search,3000,postgres,large,3.4948,4.2814,5.4604,4.2069,3.2772,167.5654,315.3594
test_benchmark_semantic_search,3000,postgres,medium,3.3324,3.8050,5.1697,3.7529,3.2114,79.6173,578.4375
test_benchmark_semantic_search,3000,postgres,small,3.5634,4.1453,5.3663,4.3294,3.3990,159.5993,278.6719
test_benchmark_semantic_search,3000,sqlite,large,3.4856,3.9208,4.3633,3.5354,3.1940,6.3465,281.8125
test_benchmark_semantic_search,3000,sqlite,medium,3.4440,3.7002,4.1180,3.4667,3.2658,5.6526,621.8125
test_benchmark_semantic_search,3000,sqlite,small,3.4491,3.9125,4.0765,3.4960,3.2169,5.1337,659.1875
test_benchmark_semantic_search,3500,postgres,large,4.6405,6.2686,7.6695,5.2038,4.3501,80.8969,572.9375
test_benchmark_semantic_search,3500,postgres,medium,4.9046,6.9640,12.2695,5.2769,4.4599,13.3985,586.1875
test_benchmark_semantic_search,3500,postgres,small,4.6149,4.9286,5.0699,5.2926,4.3956,139.9233,409.3438
test_benchmark_semantic_search,3500,sqlite,large,4.7056,5.3970,5.9555,4.7857,4.3261,6.2367,375.6562
test_benchmark_semantic_search,3500,sqlite,medium,4.5869,5.0367,5.4853,4.6266,4.3239,5.7971,636.2969
test_benchmark_semantic_search,3500,sqlite,small,4.6101,5.6879,6.4349,4.7693,4.2673,12.6820,619.9219
test_benchmark_semantic_search,4000,postgres,large,5.3796,5.7313,6.4046,6.2292,5.0941,156.0997,451.2656
test_benchmark_semantic_search,4000,postgres,medium,5.2639,6.2071,8.5197,5.8240,5.0201,81.8463,661.9062
test_benchmark_semantic_search,4000,postgres,small,5.3677,6.0191,6.5307,5.4620,5.0591,7.0562,428.0469
test_benchmark_semantic_search,4000,sqlite,large,5.1818,5.5204,6.0377,5.2389,4.9453,7.3555,368.0000
test_benchmark_semantic_search,4000,sqlite,medium,5.5650,6.1351,6.5416,5.6180,5.0693,8.1088,361.8125
test_benchmark_semantic_search,4000,sqlite,small,5.2390,5.7808,5.9919,5.3158,4.9481,6.0387,611.7031
test_benchmark_semantic_search,4500,postgres,large,6.7057,9.1138,13.2545,8.0321,5.9172,179.8565,456.3750
test_benchmark_semantic_search,4500,postgres,medium,6.8320,7.8354,21.6944,7.6350,6.0957,87.0903,651.8750
test_benchmark_semantic_search,4500,postgres,small,6.3485,7.5438,55.4849,8.0978,5.7683,161.2505,384.1875
test_benchmark_semantic_search,4500,sqlite,large,5.8518,6.4691,7.2519,5.9477,5.6080,7.3308,397.1562
test_benchmark_semantic_search,4500,sqlite,medium,5.9184,6.4308,9.0630,6.0623,5.6458,9.6653,347.9688
test_benchmark_semantic_search,4500,sqlite,small,6.1517,7.3916,8.5960,6.3735,5.6984,11.0455,586.2969
test_benchmark_semantic_search,5000,postgres,large,6.8602,8.1540,11.9013,8.4341,6.5188,163.7600,656.4531
test_benchmark_semantic_search,5000,postgres,medium,6.7424,6.9288,6.9334,6.7782,6.6542,6.9345,661.3906
test_benchmark_semantic_search,5000,postgres,small,6.8703,7.8664,50.9458,8.3456,6.5865,130.1636,445.7500
test_benchmark_semantic_search,5000,sqlite,large,6.6394,7.7391,8.1177,6.7830,6.3875,8.1772,420.0000
test_benchmark_semantic_search,5000,sqlite,medium,6.7388,7.1163,7.3129,6.7682,6.3903,7.4893,402.1094
test_benchmark_semantic_search,5000,sqlite,small,7.1928,10.6123,13.2498,7.7287,6.5014,14.0823,345.7656
